CP001340.1	Genbank	CDS	4022	4810	.	+	0	ID=cds-ACL93473.1;Parent=gene-CCNA_00006;Dbxref=NCBI_GP:ACL93473.1;Name=ACL93473.1;Note=CC_0006;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling,Start codon verified by LC-MS;gbkey=CDS;locus_tag=CCNA_00006;product=enoyl-CoA hydratase/isomerase;protein_id=ACL93473.1;transl_table=11
CP001340.1	Genbank	gene	4292	4950	.	-	.	ID=gene-CCNA_R0095;Name=CCNA_R0095;gbkey=Gene;gene_biotype=ncRNA;locus_tag=CCNA_R0095
CP001340.1	Genbank	ncRNA	4292	4950	.	-	.	ID=rna-CCNA_R0095;Parent=gene-CCNA_R0095;experiment=EXISTENCE:RNA-seq;gbkey=ncRNA;locus_tag=CCNA_R0095;product=small non-coding RNA
CP001340.1	Genbank	exon	4292	4950	.	-	.	ID=exon-CCNA_R0095-1;Parent=rna-CCNA_R0095;experiment=EXISTENCE:RNA-seq;gbkey=ncRNA;locus_tag=CCNA_R0095;product=small non-coding RNA
CP001340.1	Genbank	gene	4960	5235	.	+	.	ID=gene-CCNA_00007;Name=CCNA_00007;experiment=gene is essential according to Tn-seq experiments of Christen%2C et al. (2011) Mol Syst Biol. 30%3B7:528. doi: 10.1038/msb.2011.58;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00007
CP001340.1	Genbank	CDS	4960	5235	.	+	0	ID=cds-ACL93474.2;Parent=gene-CCNA_00007;Dbxref=NCBI_GP:ACL93474.2;Name=ACL93474.2;Note=CC_0007;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00007;product=SSU ribosomal protein S20P;protein_id=ACL93474.2;transl_table=11
CP001340.1	Genbank	gene	5636	7108	.	+	.	ID=gene-CCNA_00008;Name=dnaA;experiment=gene is essential according to Tn-seq experiments of Christen%2C et al. (2011) Mol Syst Biol. 30%3B7:528. doi: 10.1038/msb.2011.58;gbkey=Gene;gene=dnaA;gene_biotype=protein_coding;locus_tag=CCNA_00008
CP001340.1	Genbank	CDS	5636	7108	.	+	0	ID=cds-ACL93475.1;Parent=gene-CCNA_00008;Dbxref=NCBI_GP:ACL93475.1;Name=ACL93475.1;Note=CC_0008;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;gene=dnaA;locus_tag=CCNA_00008;product=chromosome replication initiator protein DnaA;protein_id=ACL93475.1;transl_table=11
CP001340.1	Genbank	gene	7170	7790	.	-	.	ID=gene-CCNA_00009;Name=alkB;gbkey=Gene;gene=alkB;gene_biotype=protein_coding;locus_tag=CCNA_00009
CP001340.1	Genbank	CDS	7170	7790	.	-	0	ID=cds-ACL93476.1;Parent=gene-CCNA_00009;Dbxref=NCBI_GP:ACL93476.1;Name=ACL93476.1;Note=CC_0009;gbkey=CDS;gene=alkB;locus_tag=CCNA_00009;product=alkylated DNA repair protein AlkB;protein_id=ACL93476.1;transl_table=11
CP001340.1	Genbank	gene	8165	10060	.	+	.	ID=gene-CCNA_00010;Name=dnaK;experiment=gene is essential according to Tn-seq experiments of Christen%2C et al. (2011) Mol Syst Biol. 30%3B7:528. doi: 10.1038/msb.2011.58;gbkey=Gene;gene=dnaK;gene_biotype=protein_coding;locus_tag=CCNA_00010
CP001340.1	Genbank	CDS	8165	10060	.	+	0	ID=cds-ACL93477.1;Parent=gene-CCNA_00010;Dbxref=NCBI_GP:ACL93477.1;Name=ACL93477.1;Note=CC_0010;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling,Start codon verified by LC-MS;gbkey=CDS;gene=dnaK;locus_tag=CCNA_00010;product=chaperone protein DnaK;protein_id=ACL93477.1;transl_table=11
CP001340.1	Genbank	gene	10223	11380	.	+	.	ID=gene-CCNA_00011;Name=dnaJ;gbkey=Gene;gene=dnaJ;gene_biotype=protein_coding;locus_tag=CCNA_00011
CP001340.1	Genbank	CDS	10223	11380	.	+	0	ID=cds-ACL93478.1;Parent=gene-CCNA_00011;Dbxref=NCBI_GP:ACL93478.1;Name=ACL93478.1;Note=CC_0011;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling,Start codon verified by LC-MS;gbkey=CDS;gene=dnaJ;locus_tag=CCNA_00011;product=chaperone protein DnaJ;protein_id=ACL93478.1;transl_table=11
CP001340.1	Genbank	gene	11467	14178	.	+	.	ID=gene-CCNA_00012;Name=mutS;gbkey=Gene;gene=mutS;gene_biotype=protein_coding;locus_tag=CCNA_00012
CP001340.1	Genbank	CDS	11467	14178	.	+	0	ID=cds-ACL93479.1;Parent=gene-CCNA_00012;Dbxref=NCBI_GP:ACL93479.1;Name=ACL93479.1;Note=CC_0012;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling,Start codon verified by LC-MS;gbkey=CDS;gene=mutS;locus_tag=CCNA_00012;product=DNA mismatch repair protein MutS;protein_id=ACL93479.1;transl_table=11
CP001340.1	Genbank	gene	13417	13499	.	+	.	ID=gene-CCNA_R0096;Name=CCNA_R0096;gbkey=Gene;gene_biotype=ncRNA;locus_tag=CCNA_R0096
CP001340.1	Genbank	ncRNA	13417	13499	.	+	.	ID=rna-CCNA_R0096;Parent=gene-CCNA_R0096;experiment=EXISTENCE:RNA-seq;gbkey=ncRNA;locus_tag=CCNA_R0096;product=small non-coding RNA
CP001340.1	Genbank	exon	13417	13499	.	+	.	ID=exon-CCNA_R0096-1;Parent=rna-CCNA_R0096;experiment=EXISTENCE:RNA-seq;gbkey=ncRNA;locus_tag=CCNA_R0096;product=small non-coding RNA
CP001340.1	Genbank	gene	14199	17021	.	+	.	ID=gene-CCNA_00013;Name=glnD;gbkey=Gene;gene=glnD;gene_biotype=protein_coding;locus_tag=CCNA_00013
CP001340.1	Genbank	CDS	14199	17021	.	+	0	ID=cds-ACL93480.1;Parent=gene-CCNA_00013;Dbxref=NCBI_GP:ACL93480.1;Name=ACL93480.1;Note=CC_0013;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;gene=glnD;locus_tag=CCNA_00013;product=protein-PII uridylyltransferase;protein_id=ACL93480.1;transl_table=11
CP001340.1	Genbank	gene	17018	17494	.	-	.	ID=gene-CCNA_00014;Name=moaC;gbkey=Gene;gene=moaC;gene_biotype=protein_coding;locus_tag=CCNA_00014
CP001340.1	Genbank	CDS	17018	17494	.	-	0	ID=cds-ACL93481.1;Parent=gene-CCNA_00014;Dbxref=NCBI_GP:ACL93481.1;Name=ACL93481.1;Note=CC_0014;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling,Start codon verified by LC-MS;gbkey=CDS;gene=moaC;locus_tag=CCNA_00014;product=molybdenum cofactor biosynthesis protein C;protein_id=ACL93481.1;transl_table=11
CP001340.1	Genbank	gene	17491	18042	.	-	.	ID=gene-CCNA_00015;Name=moaB;gbkey=Gene;gene=moaB;gene_biotype=protein_coding;locus_tag=CCNA_00015
CP001340.1	Genbank	CDS	17491	18042	.	-	0	ID=cds-ACL93482.1;Parent=gene-CCNA_00015;Dbxref=NCBI_GP:ACL93482.1;Name=ACL93482.1;Note=CC_0015;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling,Start codon verified by LC-MS;gbkey=CDS;gene=moaB;locus_tag=CCNA_00015;product=molybdenum cofactor biosynthesis protein B;protein_id=ACL93482.1;transl_table=11
CP001340.1	Genbank	gene	18043	18495	.	-	.	ID=gene-CCNA_00016;Name=moaE;gbkey=Gene;gene=moaE;gene_biotype=protein_coding;locus_tag=CCNA_00016
CP001340.1	Genbank	CDS	18043	18495	.	-	0	ID=cds-ACL93483.1;Parent=gene-CCNA_00016;Dbxref=NCBI_GP:ACL93483.1;Name=ACL93483.1;Note=CC_0016;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;gene=moaE;locus_tag=CCNA_00016;product=molybdopterin converting factor%2C large subunit;protein_id=ACL93483.1;transl_table=11
CP001340.1	Genbank	gene	18492	18731	.	-	.	ID=gene-CCNA_00017;Name=moaD;gbkey=Gene;gene=moaD;gene_biotype=protein_coding;locus_tag=CCNA_00017
CP001340.1	Genbank	CDS	18492	18731	.	-	0	ID=cds-ACL93484.1;Parent=gene-CCNA_00017;Dbxref=NCBI_GP:ACL93484.1;Name=ACL93484.1;Note=CC_0017;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;gene=moaD;locus_tag=CCNA_00017;product=molybdopterin converting factor%2C small subunit;protein_id=ACL93484.1;transl_table=11
CP001340.1	Genbank	gene	18735	19784	.	-	.	ID=gene-CCNA_00018;Name=moaA;gbkey=Gene;gene=moaA;gene_biotype=protein_coding;locus_tag=CCNA_00018
CP001340.1	Genbank	CDS	18735	19784	.	-	0	ID=cds-ACL93485.1;Parent=gene-CCNA_00018;Dbxref=NCBI_GP:ACL93485.1;Name=ACL93485.1;Note=CC_0018;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;gene=moaA;locus_tag=CCNA_00018;product=molybdenum cofactor biosynthesis protein A;protein_id=ACL93485.1;transl_table=11
CP001340.1	Genbank	gene	19815	20447	.	+	.	ID=gene-CCNA_00019;Name=CCNA_00019;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00019
CP001340.1	Genbank	CDS	19815	20447	.	+	0	ID=cds-ACL93486.1;Parent=gene-CCNA_00019;Dbxref=NCBI_GP:ACL93486.1;Name=ACL93486.1;Note=CC_0019;experiment=EXISTENCE:LC-MS;gbkey=CDS;locus_tag=CCNA_00019;product=molybdopterin-guanine dinucleotide biosynthesis protein A;protein_id=ACL93486.1;transl_table=11
CP001340.1	Genbank	gene	20444	20668	.	-	.	ID=gene-CCNA_00020;Name=CCNA_00020;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00020
CP001340.1	Genbank	CDS	20444	20668	.	-	0	ID=cds-ACL93487.1;Parent=gene-CCNA_00020;Dbxref=NCBI_GP:ACL93487.1;Name=ACL93487.1;Note=CC_0020;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00020;product=hypothetical protein;protein_id=ACL93487.1;transl_table=11
CP001340.1	Genbank	gene	20665	20778	.	-	.	ID=gene-CCNA_03911;Name=CCNA_03911;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_03911
CP001340.1	Genbank	CDS	20665	20778	.	-	0	ID=cds-AHI88513.1;Parent=gene-CCNA_03911;Dbxref=NCBI_GP:AHI88513.1;Name=AHI88513.1;experiment=EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_03911;product=hypothetical protein;protein_id=AHI88513.1;transl_table=11
CP001340.1	Genbank	gene	20840	23032	.	-	.	ID=gene-CCNA_00021;Name=CCNA_00021;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00021
CP001340.1	Genbank	CDS	20840	23032	.	-	0	ID=cds-ACL93488.1;Parent=gene-CCNA_00021;Dbxref=NCBI_GP:ACL93488.1;Name=ACL93488.1;Note=CC_0021;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00021;product=putative aerobic-type carbon monoxide dehydrogenase%2C large subunit CoxL;protein_id=ACL93488.1;transl_table=11
CP001340.1	Genbank	gene	23029	23559	.	-	.	ID=gene-CCNA_00022;Name=CCNA_00022;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00022
CP001340.1	Genbank	CDS	23029	23559	.	-	0	ID=cds-ACL93489.1;Parent=gene-CCNA_00022;Dbxref=NCBI_GP:ACL93489.1;Name=ACL93489.1;Note=CC_0022;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00022;product=putative aerobic-type carbon monoxide dehydrogenase%2C small subunit CoxS;protein_id=ACL93489.1;transl_table=11
CP001340.1	Genbank	gene	23742	24074	.	+	.	ID=gene-CCNA_00023;Name=CCNA_00023;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00023
CP001340.1	Genbank	CDS	23742	24074	.	+	0	ID=cds-ACL93490.2;Parent=gene-CCNA_00023;Dbxref=NCBI_GP:ACL93490.2;Name=ACL93490.2;Note=CC_0023;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00023;product=mliC-family lysozyme inhibitor protein;protein_id=ACL93490.2;transl_table=11
CP001340.1	Genbank	gene	24091	24981	.	+	.	ID=gene-CCNA_00024;Name=CCNA_00024;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00024
CP001340.1	Genbank	CDS	24091	24981	.	+	0	ID=cds-ACL93491.1;Parent=gene-CCNA_00024;Dbxref=NCBI_GP:ACL93491.1;Name=ACL93491.1;Note=CC_0024;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00024;product=uroporphyrin-III C-methyltransferase/Precorrin-2 dehydrogenase/Sirohydrochlorin ferrochelatase;protein_id=ACL93491.1;transl_table=11
CP001340.1	Genbank	gene	24991	26643	.	-	.	ID=gene-CCNA_00025;Name=CCNA_00025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00025
CP001340.1	Genbank	CDS	24991	26643	.	-	0	ID=cds-ACL93492.1;Parent=gene-CCNA_00025;Dbxref=NCBI_GP:ACL93492.1;Name=ACL93492.1;Note=CC_0025;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00025;product=major facilitator superfamily transporter;protein_id=ACL93492.1;transl_table=11
CP001340.1	Genbank	gene	26701	29403	.	-	.	ID=gene-CCNA_00026;Name=cckO;gbkey=Gene;gene=cckO;gene_biotype=protein_coding;locus_tag=CCNA_00026
CP001340.1	Genbank	CDS	26701	29403	.	-	0	ID=cds-ACL93493.1;Parent=gene-CCNA_00026;Dbxref=NCBI_GP:ACL93493.1;Name=ACL93493.1;Note=CC_0026;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;gene=cckO;locus_tag=CCNA_00026;product=PAS-family sensor histidine kinase CckO;protein_id=ACL93493.1;transl_table=11
CP001340.1	Genbank	gene	29502	30191	.	-	.	ID=gene-CCNA_00027;Name=CCNA_00027;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00027
CP001340.1	Genbank	CDS	29502	30191	.	-	0	ID=cds-ACL93494.1;Parent=gene-CCNA_00027;Dbxref=NCBI_GP:ACL93494.1;Name=ACL93494.1;Note=CC_0027;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00027;product=2OG-Fe(II) oxygenase;protein_id=ACL93494.1;transl_table=11
CP001340.1	Genbank	gene	30271	30354	.	-	.	ID=gene-CCNA_R0097;Name=CCNA_R0097;gbkey=Gene;gene_biotype=ncRNA;locus_tag=CCNA_R0097
CP001340.1	Genbank	ncRNA	30271	30354	.	-	.	ID=rna-CCNA_R0097;Parent=gene-CCNA_R0097;experiment=EXISTENCE:RNA-seq;gbkey=ncRNA;locus_tag=CCNA_R0097;product=small non-coding RNA
CP001340.1	Genbank	exon	30271	30354	.	-	.	ID=exon-CCNA_R0097-1;Parent=rna-CCNA_R0097;experiment=EXISTENCE:RNA-seq;gbkey=ncRNA;locus_tag=CCNA_R0097;product=small non-coding RNA
CP001340.1	Genbank	gene	30337	32658	.	-	.	ID=gene-CCNA_00028;Name=CCNA_00028;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00028
CP001340.1	Genbank	CDS	30337	32658	.	-	0	ID=cds-ACL93495.2;Parent=gene-CCNA_00028;Dbxref=NCBI_GP:ACL93495.2;Name=ACL93495.2;Note=CC_0028;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling,ribosome profiling evidence for a possible non-canonical translation start site at nucleotide position 32667;gbkey=CDS;locus_tag=CCNA_00028;product=TonB-dependent receptor;protein_id=ACL93495.2;transl_table=11
CP001340.1	Genbank	gene	32914	33546	.	+	.	ID=gene-CCNA_00029;Name=CCNA_00029;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00029
CP001340.1	Genbank	CDS	32914	33546	.	+	0	ID=cds-ACL93496.1;Parent=gene-CCNA_00029;Dbxref=NCBI_GP:ACL93496.1;Name=ACL93496.1;Note=CC_0029;experiment=EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00029;product=RhtB-family efflux protein;protein_id=ACL93496.1;transl_table=11
CP001340.1	Genbank	gene	33595	34329	.	+	.	ID=gene-CCNA_00030;Name=CCNA_00030;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00030
CP001340.1	Genbank	CDS	33595	34329	.	+	0	ID=cds-ACL93497.1;Parent=gene-CCNA_00030;Dbxref=NCBI_GP:ACL93497.1;Name=ACL93497.1;Note=CC_0030;experiment=EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00030;product=Ribonuclease I;protein_id=ACL93497.1;transl_table=11
CP001340.1	Genbank	gene	34312	34698	.	-	.	ID=gene-CCNA_00031;Name=vapC;gbkey=Gene;gene=vapC;gene_biotype=protein_coding;locus_tag=CCNA_00031
CP001340.1	Genbank	CDS	34312	34698	.	-	0	ID=cds-ACL93498.1;Parent=gene-CCNA_00031;Dbxref=PDB:5K8J,PDB:5L6L,NCBI_GP:ACL93498.1;Name=ACL93498.1;Note=CC_0031;experiment=EXISTENCE:Ribosome profiling;gbkey=CDS;gene=vapC;locus_tag=CCNA_00031;product=toxin protein VapC;protein_id=ACL93498.1;transl_table=11
CP001340.1	Genbank	gene	34699	34941	.	-	.	ID=gene-CCNA_00032;Name=vapB;gbkey=Gene;gene=vapB;gene_biotype=protein_coding;locus_tag=CCNA_00032
CP001340.1	Genbank	CDS	34699	34941	.	-	0	ID=cds-ACL93499.1;Parent=gene-CCNA_00032;Dbxref=PDB:5K8J,PDB:5L6L,NCBI_GP:ACL93499.1;Name=ACL93499.1;Note=CC_0032;experiment=EXISTENCE:Ribosome profiling;gbkey=CDS;gene=vapB;locus_tag=CCNA_00032;product=antitoxin protein VapB;protein_id=ACL93499.1;transl_table=11
CP001340.1	Genbank	gene	35047	35667	.	-	.	ID=gene-CCNA_03912;Name=CCNA_03912;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_03912
CP001340.1	Genbank	CDS	35047	35667	.	-	0	ID=cds-AHI88514.1;Parent=gene-CCNA_03912;Dbxref=NCBI_GP:AHI88514.1;Name=AHI88514.1;gbkey=CDS;locus_tag=CCNA_03912;product=hypothetical protein;protein_id=AHI88514.1;transl_table=11
CP001340.1	Genbank	sequence_feature	35775	35860	.	-	.	ID=id-CP001340.1:35775..35860;Note=stable processed 3' UTR RNA from CCNA_00033;experiment=EXISTENCE: RNA-seq;gbkey=misc_feature
CP001340.1	Genbank	gene	35824	37962	.	-	.	ID=gene-CCNA_00033;Name=pnp;experiment=gene is essential according to Tn-seq experiments of Christen%2C et al. (2011) Mol Syst Biol. 30%3B7:528. doi: 10.1038/msb.2011.58;gbkey=Gene;gene=pnp;gene_biotype=protein_coding;locus_tag=CCNA_00033
CP001340.1	Genbank	CDS	35824	37962	.	-	0	ID=cds-ACL93500.1;Parent=gene-CCNA_00033;Dbxref=PDB:4AID,NCBI_GP:ACL93500.1;Name=ACL93500.1;Note=CC_0034;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;gene=pnp;locus_tag=CCNA_00033;product=polyribonucleotide nucleotidyltransferase;protein_id=ACL93500.1;transl_table=11
CP001340.1	Genbank	gene	38211	38480	.	-	.	ID=gene-CCNA_00034;Name=CCNA_00034;experiment=gene is essential according to Tn-seq experiments of Christen%2C et al. (2011) Mol Syst Biol. 30%3B7:528. doi: 10.1038/msb.2011.58;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00034
CP001340.1	Genbank	CDS	38211	38480	.	-	0	ID=cds-ACL93501.1;Parent=gene-CCNA_00034;Dbxref=NCBI_GP:ACL93501.1;Name=ACL93501.1;Note=CC_0035;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00034;product=SSU ribosomal protein S15P;protein_id=ACL93501.1;transl_table=11
CP001340.1	Genbank	gene	38495	39427	.	-	.	ID=gene-CCNA_00035;Name=CCNA_00035;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00035
CP001340.1	Genbank	CDS	38495	39427	.	-	0	ID=cds-ACL93502.1;Parent=gene-CCNA_00035;Dbxref=NCBI_GP:ACL93502.1;Name=ACL93502.1;Note=CC_0036;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00035;product=tRNA pseudouridine synthase B;protein_id=ACL93502.1;transl_table=11
CP001340.1	Genbank	gene	39430	39879	.	-	.	ID=gene-CCNA_00036;Name=CCNA_00036;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00036
CP001340.1	Genbank	CDS	39430	39879	.	-	0	ID=cds-ACL93503.1;Parent=gene-CCNA_00036;Dbxref=NCBI_GP:ACL93503.1;Name=ACL93503.1;Note=CC_0037;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00036;product=ribosome-binding factor A;protein_id=ACL93503.1;transl_table=11
CP001340.1	Genbank	gene	39980	40768	.	-	.	ID=gene-CCNA_00037;Name=CCNA_00037;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00037
CP001340.1	Genbank	CDS	39980	40768	.	-	0	ID=cds-ACL93504.1;Parent=gene-CCNA_00037;Dbxref=NCBI_GP:ACL93504.1;Name=ACL93504.1;Note=CC_0038;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling,Start codon verified by LC-MS;gbkey=CDS;locus_tag=CCNA_00037;product=Dienelactone hydrolase-family protein;protein_id=ACL93504.1;transl_table=11
CP001340.1	Genbank	gene	40828	41403	.	-	.	ID=gene-CCNA_00038;Name=CCNA_00038;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00038
CP001340.1	Genbank	CDS	40828	41403	.	-	0	ID=cds-ACL93505.1;Parent=gene-CCNA_00038;Dbxref=NCBI_GP:ACL93505.1;Name=ACL93505.1;Note=CC_0039;experiment=EXISTENCE:LC-MS,EXISTENCE:Ribosome profiling;gbkey=CDS;locus_tag=CCNA_00038;product=hypothetical protein;protein_id=ACL93505.1;transl_table=11
CP001340.1	Genbank	gene	41403	41921	.	-	.	ID=gene-CCNA_00039;Name=CCNA_00039;gbkey=Gene;gene_biotype=protein_coding;locus_tag=CCNA_00039
